epoch,phase,loss,accuracy,weighted_f1,accuracy_anger,accuracy_disgust,accuracy_fear,accuracy_joy,accuracy_neutral,accuracy_sadness,accuracy_surprise,f1_anger,f1_disgust,f1_fear,f1_joy,f1_neutral,f1_sadness,f1_surprise
0,train,,0.4714185604164581,0.3021338167861637,0.0,0.0,0.0,0.0,0.9997876857749468,0.0,0.0,0.0,0.0,0.0,0.0,0.6407674513539257,0.0,0.0
0,val,,0.4238052299368801,0.2522969703234118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953134895503484,0.0,0.0
0,test,,0.4812260536398467,0.3126849060381001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497672012415934,0.0,0.0
1,train,,0.4715186705375913,0.302177418631479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6408599224437036,0.0,0.0
1,val,,0.4238052299368801,0.2522969703234118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953134895503484,0.0,0.0
1,test,,0.4812260536398467,0.3126849060381001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497672012415934,0.0,0.0
2,train,,0.4717188907798578,0.3036195073397236,0.0,0.0,0.0,0.0034423407917383,0.9991507430997876,0.0,0.0,0.0,0.0,0.0,0.006787330316742,0.6414065694425515,0.0,0.0
2,val,,0.4238052299368801,0.2527772310537228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5964467005076142,0.0,0.0
2,test,,0.4808429118773946,0.3126785903795017,0.0,0.0,0.0,0.0,0.9992038216560508,0.0,0.0,0.0,0.0,0.0,0.0,0.6497540771421175,0.0,0.0
3,train,,0.474221643808189,0.309661060385807,0.0,0.0,0.0,0.0057372346528973,0.9985138004246285,0.0,0.0199170124481327,0.0,0.0,0.0,0.0112676056338028,0.6426180228188837,0.0,0.0388663967611336
3,val,,0.4238052299368801,0.2546206372440986,0.0,0.0,0.0,0.0061349693251533,0.997872340425532,0.0,0.0,0.0,0.0,0.0,0.0118343195266272,0.5966921119592875,0.0,0.0
3,test,,0.4827586206896552,0.3177225446361513,0.0,0.0,0.0,0.0024875621890547,0.998407643312102,0.0,0.0177935943060498,0.0,0.0,0.0,0.0049140049140049,0.650921359979237,0.0,0.0346020761245674
4,train,,0.4787265992591851,0.322598712286148,0.0,0.0,0.0,0.0263912794033275,0.994904458598726,0.0,0.0414937759336099,0.0,0.0,0.0,0.0493827160493827,0.6457658650864742,0.0,0.0786782061369
4,val,,0.4247069431920649,0.2602996707104958,0.0,0.0,0.0,0.0184049079754601,0.9936170212765958,0.0,0.0066666666666666,0.0,0.0,0.0,0.0337078651685393,0.598334401024984,0.0,0.0130718954248366
4,test,,0.4831417624521072,0.325518908224831,0.0,0.0,0.0,0.0199004975124378,0.9904458598726116,0.0,0.0320284697508896,0.0,0.0,0.0,0.0372093023255813,0.6509680795395081,0.0,0.0606060606060606
5,train,,0.4795274802282511,0.3211868935184132,0.0,0.0,0.0,0.0080321285140562,0.9980891719745224,0.0,0.0622406639004149,0.0,0.0,0.0,0.0158013544018058,0.6464521452145214,0.0,0.1128668171557562
5,val,,0.4310189359783589,0.2698340883865079,0.0,0.0,0.0,0.0061349693251533,0.997872340425532,0.0,0.0533333333333333,0.0,0.0,0.0,0.0117647058823529,0.600896860986547,0.0,0.0993788819875776
5,test,,0.4869731800766284,0.3286739030881454,0.0,0.0,0.0,0.0124378109452736,0.9960191082802548,0.0,0.0533807829181494,0.0,0.0,0.0,0.024390243902439,0.6536050156739812,0.0,0.0964630225080385
6,train,,0.4841325458003804,0.3399152795424529,0.0009017132551848,0.0,0.0,0.0407343660355708,0.9857749469214436,0.0,0.1004149377593361,0.0018001800180018,0.0,0.0,0.0742289597490852,0.650507880910683,0.0,0.1660947151681537
6,val,,0.4283137962128043,0.2817902870141888,0.0,0.0,0.0,0.0490797546012269,0.9723404255319148,0.0,0.0666666666666666,0.0,0.0,0.0,0.0833333333333333,0.5997375328083989,0.0,0.1136363636363636
6,test,,0.4835249042145594,0.3378683646114052,0.0,0.0,0.0,0.0398009950248756,0.9745222929936306,0.0,0.0782918149466192,0.0,0.0,0.0,0.0722347629796839,0.6500265533722783,0.0,0.1294117647058823
7,train,,0.4995495044549004,0.3947646882087026,0.0450856627592425,0.0,0.0,0.2329317269076305,0.9346072186836518,0.0102489019033674,0.1037344398340249,0.0820344544708777,0.0,0.0,0.2878411910669975,0.6634513941220799,0.0197183098591549,0.1761804087385482
7,val,,0.4292155094679892,0.3120114160536909,0.0130718954248366,0.0,0.0,0.1963190184049079,0.9148936170212766,0.018018018018018,0.0666666666666666,0.0248447204968944,0.0,0.0,0.2214532871972318,0.6056338028169014,0.0344827586206896,0.1176470588235294
7,test,,0.4685823754789272,0.3576172209883049,0.0202898550724637,0.0,0.0,0.154228855721393,0.9004777070063694,0.0192307692307692,0.0676156583629893,0.0381471389645776,0.0,0.0,0.1893129770992366,0.6402490801018964,0.037037037037037,0.1148036253776435
8,train,,0.5001501651816999,0.3888663558883897,0.0441839495040577,0.0,0.0,0.2180149168100975,0.9475583864118896,0.0,0.0863070539419087,0.080130825838103,0.0,0.0,0.2792064658339456,0.6631008097466756,0.0,0.154074074074074
8,val,,0.4283137962128043,0.3018771944997159,0.0065359477124183,0.0,0.0,0.1901840490797546,0.9276595744680852,0.0,0.0466666666666666,0.0124223602484472,0.0,0.0,0.2279411764705882,0.6017943409247757,0.0,0.0858895705521472
8,test,,0.4747126436781609,0.3544777936899502,0.0144927536231884,0.0,0.0,0.1517412935323383,0.9211783439490446,0.0,0.0569395017793594,0.0275482093663911,0.0,0.0,0.1974110032362459,0.6431350750416899,0.0,0.1015873015873015
9,train,,0.5071578736610272,0.3886516244296297,0.018034265103697,0.0,0.0,0.1904761904761904,0.9726114649681528,0.0131771595900439,0.1029045643153526,0.0351493848857645,0.0,0.0,0.2711310739077174,0.6664242071574047,0.0253164556962025,0.1780330222541278
9,val,,0.4265103697024346,0.2959472767469077,0.0,0.0,0.0,0.1349693251533742,0.9382978723404256,0.0,0.0666666666666666,0.0,0.0,0.0,0.1810699588477366,0.5979661016949153,0.0,0.1176470588235294
9,test,,0.4800766283524904,0.3553251874203245,0.008695652173913,0.0,0.0,0.1318407960199005,0.9371019108280256,0.0048076923076923,0.0676156583629893,0.0169491525423728,0.0,0.0,0.1866197183098591,0.6463481603514553,0.0094339622641509,0.1165644171779141
10,train,,0.5082590849934928,0.3875853636528347,0.054102795311091,0.0,0.0,0.0940906483075157,0.98619957537155,0.0600292825768667,0.1385892116182572,0.0990916597853014,0.0,0.0,0.1644934804413239,0.6644732136470924,0.1047254150702426,0.2272108843537415
10,val,,0.4274120829576194,0.2878282954251823,0.0,0.0,0.0,0.0552147239263803,0.9617021276595744,0.027027027027027,0.0666666666666666,0.0,0.0,0.0,0.0957446808510638,0.5982792852415619,0.05,0.1123595505617977
10,test,,0.4865900383141762,0.354589343794189,0.0144927536231884,0.0,0.0,0.072139303482587,0.9625796178343948,0.0288461538461538,0.0747330960854092,0.0273224043715847,0.0,0.0,0.1258134490238611,0.653160453808752,0.052863436123348,0.1213872832369942
11,train,,0.5278806687356091,0.4306127889042357,0.0486925157799819,0.0,0.0,0.3488238668961561,0.9397027600849256,0.0014641288433382,0.1526970954356846,0.0906801007556675,0.0,0.0,0.3809523809523809,0.6872670807453416,0.0029112081513828,0.2471457353928811
11,val,,0.4201983769161406,0.306161023261087,0.0,0.0,0.0,0.2392638036809816,0.8851063829787233,0.0,0.0733333333333333,0.0,0.0,0.0,0.2414860681114551,0.5989920806335494,0.0,0.1242937853107344
11,test,,0.4636015325670498,0.358910527135107,0.008695652173913,0.0,0.0,0.2238805970149253,0.8726114649681529,0.0,0.0747330960854092,0.0167130919220055,0.0,0.0,0.24,0.6370241208950886,0.0,0.1224489795918367
12,train,,0.5335869456402043,0.4431658747448392,0.0919747520288548,0.0,0.003731343283582,0.2082616179001721,0.9569002123142252,0.0746705710102489,0.2539419087136929,0.1597494126859827,0.0,0.0074349442379182,0.3051702395964691,0.6832411127112863,0.1297709923664122,0.3394342762063227
12,val,,0.4292155094679892,0.3146885732600784,0.0065359477124183,0.0,0.0,0.1411042944785276,0.9148936170212766,0.018018018018018,0.1333333333333333,0.0122699386503067,0.0,0.0,0.1982758620689655,0.6013986013986014,0.0333333333333333,0.1895734597156398
12,test,,0.4697318007662835,0.3624789596707505,0.017391304347826,0.0,0.0,0.1293532338308457,0.8988853503184714,0.0288461538461538,0.1174377224199288,0.0320855614973262,0.0,0.0,0.1911764705882352,0.6400226757369615,0.0526315789473684,0.1542056074766355
13,train,,0.5455000500550605,0.4909979996583742,0.4697926059513075,0.0,0.0,0.3344807802639128,0.8617834394904459,0.0497803806734992,0.2091286307053942,0.3764450867052023,0.0,0.0,0.4124513618677042,0.7065889111323875,0.0907877169559412,0.3138231631382316
13,val,,0.4201983769161406,0.3529115258665573,0.3790849673202614,0.0,0.0,0.2269938650306748,0.7595744680851064,0.018018018018018,0.08,0.3462686567164179,0.0,0.0,0.2587412587412587,0.5814332247557004,0.0333333333333333,0.1283422459893048
13,test,,0.4337164750957854,0.3777544077925196,0.2695652173913043,0.0,0.0,0.1940298507462686,0.7428343949044586,0.0144230769230769,0.0889679715302491,0.234256926952141,0.0,0.0,0.2367223065250379,0.6102027468933944,0.0272727272727272,0.1347708894878706
14,train,,0.5297827610371408,0.4313141157165231,0.0811541929666366,0.003690036900369,0.003731343283582,0.174411933448078,0.9639065817409768,0.0263543191800878,0.2804979253112033,0.144578313253012,0.0073529411764705,0.0074349442379182,0.268788682581786,0.678980034397667,0.05,0.3679912901469788
14,val,,0.4247069431920649,0.3039827038294529,0.0196078431372549,0.0,0.0,0.0736196319018405,0.9234042553191488,0.009009009009009,0.14,0.0368098159509202,0.0,0.0,0.1126760563380281,0.5998617829993089,0.0169491525423728,0.1953488372093023
14,test,,0.481992337164751,0.3660135951889113,0.0144927536231884,0.0,0.0,0.1243781094527363,0.928343949044586,0.0048076923076923,0.1281138790035587,0.0272479564032697,0.0,0.0,0.1945525291828793,0.6513966480446928,0.0092592592592592,0.1694117647058823
15,train,,0.5565121633797177,0.4701760736403891,0.1190261496844003,0.007380073800738,0.0111940298507462,0.2834193918531268,0.9721868365180468,0.0439238653001464,0.2647302904564315,0.2054474708171206,0.0146520146520146,0.022140221402214,0.3810258387967605,0.6984441732763881,0.081967213114754,0.3726635514018692
15,val,,0.4310189359783589,0.3111131348821763,0.0196078431372549,0.0,0.0,0.147239263803681,0.9276595744680852,0.0,0.1,0.0365853658536585,0.0,0.0,0.1983471074380165,0.6042966042966043,0.0,0.1538461538461538
15,test,,0.4735632183908046,0.3614091428305265,0.0144927536231884,0.0,0.0,0.1517412935323383,0.9092356687898088,0.0048076923076923,0.096085409252669,0.02710027100271,0.0,0.0,0.2089041095890411,0.6441060349689791,0.0093457943925233,0.1388174807197943
16,train,,0.5701271398538392,0.5002290715795733,0.21190261496844,0.007380073800738,0.003731343283582,0.2363740676993689,0.9602972399150744,0.2152269399707174,0.3112033195020747,0.3179972936400541,0.0146520146520146,0.0074349442379182,0.3488569009314141,0.7061119350558114,0.3065693430656934,0.4107338444687842
16,val,,0.4391343552750225,0.3403190377729764,0.0849673202614379,0.0,0.0,0.1288343558282208,0.9085106382978724,0.054054054054054,0.1333333333333333,0.1361256544502617,0.0,0.0,0.1883408071748878,0.6117478510028653,0.088235294117647,0.1904761904761904
16,test,,0.4735632183908046,0.3765938703087151,0.0434782608695652,0.0,0.0,0.1393034825870646,0.89171974522293,0.0528846153846153,0.1209964412811387,0.0714285714285714,0.0,0.0,0.2077922077922078,0.6457192274430672,0.0849420849420849,0.163855421686747
17,train,,0.5856442086294924,0.5274879140448969,0.1983769161406672,0.03690036900369,0.0,0.2444061962134251,0.9333333333333332,0.4070278184480234,0.4315352697095436,0.3140613847251963,0.0711743772241993,0.0,0.3581336696090794,0.7281159420289856,0.3965763195435092,0.4788213627992633
17,val,,0.4229035166816952,0.3398976585132036,0.0457516339869281,0.0,0.0,0.1349693251533742,0.8468085106382979,0.1081081081081081,0.2,0.0833333333333333,0.0,0.0,0.1964285714285714,0.6003016591251885,0.1290322580645161,0.238095238095238
17,test,,0.4498084291187739,0.3740712388962746,0.0260869565217391,0.0,0.0,0.1417910447761194,0.8192675159235668,0.1346153846153846,0.1814946619217081,0.046875,0.0,0.0,0.2183908045977011,0.627247790307833,0.1439588688946015,0.1942857142857142
18,train,,0.5824406847532285,0.5136252082158693,0.2091974752028854,0.022140221402214,0.0298507462686567,0.2713711990820424,0.9762208067940552,0.199121522693997,0.3029045643153527,0.3237962316817864,0.0433212996389891,0.0565371024734982,0.3922056384742952,0.7110492538467487,0.3022222222222222,0.4195402298850574
18,val,,0.4418394950405771,0.3330670471567793,0.0457516339869281,0.0,0.0,0.1226993865030674,0.9297872340425531,0.045045045045045,0.14,0.0804597701149425,0.0,0.0,0.1777777777777777,0.6133333333333333,0.0763358778625954,0.208955223880597
18,test,,0.478544061302682,0.3745026790410901,0.0318840579710144,0.0,0.0,0.1442786069651741,0.90843949044586,0.0432692307692307,0.1067615658362989,0.0552763819095477,0.0,0.0,0.2160148975791433,0.6482954545454546,0.0737704918032786,0.1492537313432835
19,train,,0.6136750425468015,0.5566366617136862,0.3669972948602344,0.051660516605166,0.0223880597014925,0.355134825014343,0.9770700636942676,0.219619326500732,0.2755186721991701,0.4654088050314465,0.0982456140350877,0.0437956204379562,0.4757878554957724,0.7325109430959014,0.3367003367003367,0.4119106699751861
19,val,,0.448151487826871,0.3485618958677022,0.1437908496732026,0.0,0.0,0.1656441717791411,0.9170212765957448,0.045045045045045,0.08,0.2095238095238095,0.0,0.0,0.2307692307692307,0.6130867709815079,0.0806451612903225,0.1318681318681318
19,test,N/A,0.46283524904214557,0.3718484527864386,0.08695652173913043,0.0,0.0,0.14925373134328357,0.8670382165605095,0.038461538461538464,0.07473309608540925,0.12396694214876033,0.0,0.0,0.2003338898163606,0.6375878220140515,0.06639004149377593,0.11602209944751381
